id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
4548,LTCA,medium_airport,Elazığ Airport,38.597974,39.28348,2927.0,AS,TR,TR-23,Elazığ,yes,LTCA,EZS,LTCA,,,https://en.wikipedia.org/wiki/Elaz%C4%B1%C4%9F_Airport,
44789,LTCB,medium_airport,Ordu–Giresun Airport,40.966872,38.085995,11.0,AS,TR,TR-52,Ordu,yes,LTCB,OGU,LTCB,OGU,http://www.dhmi.gov.tr/havaalanlari.aspx?hv=54,https://en.wikipedia.org/wiki/Ordu%E2%80%93Giresun_Airport,
4549,LTCC,medium_airport,Diyarbakır Airport,37.893902,40.201,2251.0,AS,TR,TR-21,Diyarbakır,yes,LTCC,DIY,LTCC,,,https://en.wikipedia.org/wiki/Diyarbak%C4%B1r_Airport,
4550,LTCD,medium_airport,Erzincan Airport,39.7102012634,39.5270004272,3783.0,AS,TR,TR-24,Erzincan,yes,LTCD,ERC,LTCD,,,https://en.wikipedia.org/wiki/Erzincan_Airport,
4551,LTCE,medium_airport,Erzurum International Airport,39.956501,41.1702,5763.0,AS,TR,TR-25,Erzurum,yes,LTCE,ERZ,LTCE,,,https://en.wikipedia.org/wiki/Erzurum_Airport,
4552,LTCF,medium_airport,Kars Airport,40.562198638916016,43.1150016784668,5889.0,AS,TR,TR-36,Kars,yes,LTCF,KSY,LTCF,,,https://en.wikipedia.org/wiki/Kars_Airport,
4553,LTCG,medium_airport,Trabzon International Airport,40.995098,39.7897,104.0,AS,TR,TR-61,Trabzon,yes,LTCG,TZX,LTCG,,,https://en.wikipedia.org/wiki/Trabzon_Airport,
4555,LTCI,medium_airport,Van Ferit Melen Airport,38.46820068359375,43.332298278808594,5480.0,AS,TR,TR-65,Van,yes,LTCI,VAN,LTCI,,,https://en.wikipedia.org/wiki/Ferit_Melen_Airport,
4556,LTCJ,medium_airport,Batman Airport,37.9290008545,41.1166000366,1822.0,AS,TR,TR-72,Batman,yes,LTCJ,BAL,LTCJ,,,https://en.wikipedia.org/wiki/Batman_Airport,
4557,LTCK,medium_airport,Muş Airport,38.74779891967773,41.66120147705078,4157.0,AS,TR,TR-49,Muş,yes,LTCK,MSR,LTCK,,,https://en.wikipedia.org/wiki/Mu%C5%9F_Airport,
4558,LTCL,medium_airport,Siirt Airport,37.97890090942383,41.84040069580078,2001.0,AS,TR,TR-56,Siirt,no,LTCL,SXZ,LTCL,,,https://en.wikipedia.org/wiki/Siirt_Airport,
30418,LTCM,medium_airport,Sinop Airport,42.018313,35.071774,20.0,AS,TR,TR-57,Sinop,yes,LTCM,NOP,LTCM,,,https://en.wikipedia.org/wiki/Sinop_Airport,SIC
4559,LTCN,medium_airport,Kahramanmaraş Airport,37.5388259888,36.9535217285,1723.0,AS,TR,TR-46,Kahramanmaraş,yes,LTCN,KCM,LTCN,,,https://en.wikipedia.org/wiki/Kahramanmara%C5%9F_Airport,
4560,LTCO,medium_airport,Ağrı Airport,39.655642,43.025742,5462.0,AS,TR,TR-04,Ağrı,yes,LTCO,AJI,LTCO,,,https://en.wikipedia.org/wiki/A%C4%9Fr%C4%B1_Airport,
4561,LTCP,medium_airport,Adıyaman Airport,37.7314,38.468899,2216.0,AS,TR,TR-02,Adıyaman,yes,LTCP,ADF,LTCP,,,https://en.wikipedia.org/wiki/Ad%C4%B1yaman_Airport,
4562,LTCR,medium_airport,Mardin Airport,37.2233009338,40.6316986084,1729.0,AS,TR,TR-47,Mardin,yes,LTCR,MQM,LTCR,,,https://en.wikipedia.org/wiki/Mardin_Airport,
44491,LTCS,medium_airport,Şanlıurfa GAP Airport,37.445663,38.895592,2708.0,AS,TR,TR-63,Şanlıurfa,yes,LTCS,GNY,LTCS,,http://gap.dhmi.gov.tr/havaalanlari/home.aspx?hv=36,https://en.wikipedia.org/wiki/Şanlıurfa_GAP_Airport,
44790,LTCT,medium_airport,Iğdır Airport,39.976627,43.876648,3101.0,AS,TR,TR-76,Iğdır,yes,LTCT,IGD,LTCT,,http://igdır.dhmi.gov.tr/,https://en.wikipedia.org/wiki/Iğdır_Airport,
316546,LTCV,medium_airport,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,2038.0,AS,TR,TR-73,Şırnak,yes,LTCV,NKT,LTCV,,,https://en.wikipedia.org/wiki/%C5%9E%C4%B1rnak_Airport,
317863,LTCW,medium_airport,Hakkari Yüksekova Airport,37.5497,44.2381,6400.0,AS,TR,TR-30,Hakkari,yes,LTCW,YKO,LTCW,,,https://en.wikipedia.org/wiki/Hakkari_Y%C3%BCksekova_Airport,
44484,LTDA,medium_airport,Hatay Airport,36.362778,36.282223,269.0,AS,TR,TR-31,Antakya,yes,LTDA,HTY,LTDA,,,https://en.wikipedia.org/wiki/Hatay_Airport,"hatay,antakya,samandag"
324731,LTDB,large_airport,Çukurova International Airport,36.890908,35.070522,35.0,AS,TR,TR-33,Tarsus,yes,LTDB,COV,LTDB,,,https://en.wikipedia.org/wiki/%C3%87ukurova_International_Airport,
4565,LTFC,medium_airport,Süleyman Demirel International Airport,37.8554,30.368401,2835.0,AS,TR,TR-32,Isparta,yes,LTFC,ISE,LTFC,,http://www.dhmi.gov.tr/dosyalar/limanvemeydanlar/sdemirel/sdemirel.asp,https://en.wikipedia.org/wiki/S%C3%BCleyman_Demirel_Airport,
4566,LTFD,medium_airport,Balıkesir Koca Seyit Airport,39.5546,27.0138,50.0,AS,TR,TR-10,Edremit,yes,LTFD,EDO,LTFD,,,https://en.wikipedia.org/wiki/Bal%C4%B1kesir_Koca_Seyit_Airport,
4567,LTFE,large_airport,Milas Bodrum International Airport,37.250599,27.664301,21.0,AS,TR,TR-48,Bodrum,yes,LTFE,BJV,LTFE,,,https://en.wikipedia.org/wiki/Milas-Bodrum_Airport,
44487,LTFG,medium_airport,Gazipaşa-Alanya Airport,36.299217,32.300598,92.0,AS,TR,TR-07,Gazipaşa,yes,LTFG,GZP,LTFG,,http://www.gzpairport.com/,https://en.wikipedia.org/wiki/Gazipa%C5%9Fa_Airport,
4568,LTFH,medium_airport,Samsun-Çarşamba Airport,41.253988,36.567546,18.0,AS,TR,TR-55,Samsun,yes,LTFH,SZF,LTFH,,http://www.carsamba.dhmi.gov.tr/havaalanlari/default.aspx?hv=32,https://en.wikipedia.org/wiki/%C3%87ar%C5%9Famba_Airport,
4569,LTFJ,large_airport,Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,312.0,AS,TR,TR-34,"Pendik, Istanbul",yes,LTFJ,SAW,LTFJ,,http://www.sgairport.com/,https://en.wikipedia.org/wiki/Istanbul_Sabiha_G%C3%B6k%C3%A7en_International_Airport,Sabiha Gökçen Havalimanı
317457,LTFM,large_airport,İstanbul Airport,41.261297,28.741951,325.0,EU,TR,TR-34,"Arnavutköy, Istanbul",yes,LTFM,IST,LTFM,,http://www.igairport.com/en,https://en.wikipedia.org/wiki/Istanbul_Airport,
316329,LTFO,medium_airport,Rize–Artvin Airport,41.179766,40.848802,16.0,AS,TR,TR-53,Rize,yes,LTFO,RZV,LTFO,,,https://en.wikipedia.org/wiki/Rize–Artvin_Airport,
4570,LUBL,medium_airport,Bălți International Airport,47.837666,27.781108,758.0,EU,MD,MD-RS,Bălți,no,LUBL,BZY,LUBL,,,https://en.wikipedia.org/wiki/Bălți_International_Airport,"Beltsy International Airport, Lyadoveny Airport, Leadoveny Airport, Lyadoveni Airport, Leadoveni Airport, Аэропорт Бельцы"
4630,LUBM,medium_airport,Mărculești Air Base,47.862701,28.212799,312.0,EU,MD,MD-FR,Mărculeşti,no,,,LUBM,,,https://en.wikipedia.org/wiki/Mărculești_Air_Force_Base,Markuleshty Airport
44412,LUCH,medium_airport,Cahul International Airport,45.8438,28.2637,652.0,EU,MD,MD-CH,Cahul,no,,,LUCH,,,https://en.wikipedia.org/wiki/Cahul_International_Airport,
4571,LUKK,medium_airport,Chişinău International Airport,46.9277,28.931,399.0,EU,MD,MD-CU,Chişinău,yes,LUKK,RMO,LUKK,,http://www.airport.md/,https://en.wikipedia.org/wiki/Chi%C5%9Fin%C4%83u_International_Airport,KIV
31864,LUTR,medium_airport,Tiraspol Airport,46.868099,29.590599,141.0,EU,MD,MD-SN,Tiraspol,no,,,LUTR,,,https://en.wikipedia.org/wiki/Tiraspol_Airport,Transnistria
4572,LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313.0,EU,MK,MK-003,Ohrid,yes,LWOH,OHD,LWOH,,http://ohd.airports.com.mk/,https://en.wikipedia.org/wiki/Ohrid_Airport,
4573,LWSK,large_airport,Skopje International Airport,41.958087,21.622581,781.0,EU,MK,MK-008,Ilinden,yes,LWSK,SKP,LWSK,,http://skp.airports.com.mk/,https://en.wikipedia.org/wiki/Skopje_Airport,Petrovec
4574,LXGB,large_airport,Gibraltar Airport,36.151199,-5.34966,12.0,EU,GI,GI-U-A,Gibraltar,yes,LXGB,GIB,LXGB,,https://www.gibraltarairport.gi/,https://en.wikipedia.org/wiki/Gibraltar_Airport,
30688,LY-BCQ,medium_airport,Brak Airport,27.653,14.272,1056.0,AF,LY,LY-SH,Brak,no,,BCQ,,,,https://en.wikipedia.org/wiki/Brak_Airport,Brach
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.818401,20.309099,335.0,EU,RS,RS-00,Belgrade,yes,LYBE,BEG,LYBE,,http://www.beg.aero/,https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport,"Beograd, Surčin Airport"
4611,LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,265.0,EU,RS,RS-00,Zemun,no,LYBT,BJY,LYBT,,,https://en.wikipedia.org/wiki/Batajnica_Air_Base,Batajnica Colonel Milenko Pavlović Air Base
31872,LYKV,medium_airport,Morava Airport,43.817519,20.586662,686.0,EU,RS,RS-18,Kraljevo,yes,LYKV,KVO,LYKV,,,https://en.wikipedia.org/wiki/Morava_Airport,Lađevci Airport
4612,LYNI,medium_airport,Niš Constantine the Great Airport,43.337009,21.85451,648.0,EU,RS,RS-20,Niš,yes,LYNI,INI,LYNI,,,https://en.wikipedia.org/wiki/Ni%C5%A1_Constantine_the_Great_Airport,Aerodrom Konstantin Veliki Niš
4613,LYPG,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.2519,141.0,EU,ME,ME-16,Podgorica,yes,LYPG,TGD,LYPG,,https://montenegroairports.com/en/podgorica-airport/,https://en.wikipedia.org/wiki/Podgorica_Airport,"Podgorica Airbase, Golubovci Airbase, Аеродром Подгорица, Aerodrom Podgorica"
4615,LYTV,medium_airport,Tivat Airport,42.40470123291016,18.72330093383789,20.0,EU,ME,ME-19,Tivat,yes,LYTV,TIV,LYTV,,http://www.montenegroairports.com/?menu=3,https://en.wikipedia.org/wiki/Tivat_Airport,"Аеродром Тиват, Aerodrom Tivat, Zračna luka Tivat"
1649,LYUZ,medium_airport,Ponikve Airport,43.898899,19.697701,2966.0,EU,RS,RS-16,Stapari,no,LYUZ,UZC,LYUZ,,http://aerodromponikve.rs,https://en.wikipedia.org/wiki/U%C5%BEice-Ponikve_Airport,"Аеродром Ужице-Поникве, Lepa Glava, Užice"
354840,LZG,medium_airport,Langzhong Gucheng Airport,31.50191,106.034417,1444.0,AS,CN,CN-51,Nanchong (Langzhong),yes,,LZG,ZULA,,,https://en.wikipedia.org/wiki/Langzhong_Gucheng_Airport,
4617,LZIB,large_airport,M. R. Štefánik Airport,48.1702,17.2127,436.0,EU,SK,SK-BL,Bratislava,yes,LZIB,BTS,LZIB,,,https://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport,
4618,LZKZ,medium_airport,Košice International Airport,48.663101,21.2411,755.0,EU,SK,SK-KI,Košice,yes,LZKZ,KSC,LZKZ,,,https://en.wikipedia.org/wiki/Ko%C5%A1ice_International_Airport,
4619,LZMC,medium_airport,Malacky/Kuchyňa Air Base,48.402,17.118401,679.0,EU,SK,SK-BL,Kuchyňa,no,LZMC,,,,,https://en.wikipedia.org/wiki/Malacky_Air_Base,Letecká základňa Malacky/Kuchyňa
4620,LZPP,medium_airport,Piešťany Airport,48.62519836425781,17.828399658203125,545.0,EU,SK,SK-TA,Piešťany,no,LZPP,PZY,LZPP,,http://www.ba.psg.sk/prezenta/airport-piestany/,https://en.wikipedia.org/wiki/Pie%C5%A1%C5%A5any_Airport,
4621,LZSL,medium_airport,Sliač Airport,48.63779830932617,19.13409996032715,1043.0,EU,SK,SK-BC,Sliač,yes,LZSL,SLD,LZSL,,http://www.airportsliac.sk/home-engle.html,https://en.wikipedia.org/wiki/Slia%C4%8D_Airport,
4623,LZTT,medium_airport,Poprad-Tatry Airport,49.073601,20.2411,2356.0,EU,SK,SK-PV,Poprad,yes,LZTT,TAT,LZTT,,https://www.popradtatry.aero/,https://en.wikipedia.org/wiki/Poprad-Tatry_Airport,
4624,LZZI,medium_airport,Žilina-Dolný Hričov Airport,49.233292,18.613386,1020.0,EU,SK,SK-ZI,Dolný Hričov,no,LZZI,ILZ,LZZI,,,https://en.wikipedia.org/wiki/%C5%BDilina_Airport,
356161,MA-0003,medium_airport,Mahbes Airbase,27.726982,-9.237865,1623.0,AF,EH,EH-U-A,,no,,,GMAR,,,,
4626,MBGT,medium_airport,JAGS McCartney International Airport,21.4445,-71.142303,13.0,,TC,TC-GT,Cockburn Town,yes,MBGT,GDT,MBGT,,,https://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,
4627,MBNC,medium_airport,North Caicos Airport,21.916094,-71.942954,10.0,,TC,TC-NC,North Caicos,yes,MBNC,NCA,MBNC,,,https://en.wikipedia.org/wiki/North_Caicos_Airport,
4628,MBPV,large_airport,Providenciales International Airport,21.773697,-72.268321,15.0,,TC,TC-PR,Providenciales,yes,MBPV,PLS,MBPV,,,https://en.wikipedia.org/wiki/Providenciales_International_Airport,
4629,MBSC,medium_airport,South Caicos Airport,21.515699,-71.528503,6.0,,TC,TC-SC,South Caicos,yes,MBSC,XSC,MBSC,,,https://en.wikipedia.org/wiki/South_Caicos_Airport,
4632,MDBH,medium_airport,Maria Montez International Airport,18.25149917602539,-71.12039947509766,10.0,,DO,DO-04,Barahona,yes,MDBH,BRX,MDBH,,,https://en.wikipedia.org/wiki/Mar%C3%ADa_Montez_International_Airport,
4633,MDCR,medium_airport,Cabo Rojo Airport,17.929000854492188,-71.6447982788086,262.0,,DO,DO-16,Cabo Rojo,no,MDCR,CBJ,MDCR,,,https://en.wikipedia.org/wiki/Cabo_Rojo_Airport,
30673,MDCY,medium_airport,Samaná El Catey International Airport,19.269259,-69.737405,30.0,,DO,DO-20,Samana,yes,MDCY,AZS,MDCY,,,https://en.wikipedia.org/wiki/Saman%C3%A1_El_Catey_International_Airport,
4634,MDJB,medium_airport,La Isabela International Airport,18.57250022888184,-69.98560333251953,98.0,,DO,DO-01,La Isabela,yes,MDJB,JBQ,MDJB,,,https://en.wikipedia.org/wiki/La_Isabela_International_Airport,"MDLI, SDI, Dr Joaquin Balaguer International Airport"
4635,MDLR,large_airport,Casa De Campo International Airport,18.452222,-68.911111,213.0,,DO,DO-12,La Romana,yes,MDLR,LRM,MDLR,,http://romanaairport.com,https://en.wikipedia.org/wiki/La_Romana_International_Airport,
4636,MDPC,large_airport,Punta Cana International Airport,18.5674,-68.363403,47.0,,DO,DO-11,Punta Cana,yes,MDPC,PUJ,MDPC,,https://www.puntacanainternationalairport.com/,https://en.wikipedia.org/wiki/Punta_Cana_International_Airport,
4637,MDPP,medium_airport,Gregorio Luperon International Airport,19.7579,-70.57,15.0,,DO,DO-18,Puerto Plata,yes,MDPP,POP,MDPP,,https://aeropuertopuertoplata.com/?q=en,https://en.wikipedia.org/wiki/Gregorio_Luper%C3%B3n_International_Airport,La Union
4638,MDSD,large_airport,Las Américas International Airport,18.42970085144,-69.668899536133,59.0,,DO,DO-01,Santo Domingo,yes,MDSD,SDQ,MDSD,,http://www.aerodom.com/app/do/lasamericas.aspx,https://en.wikipedia.org/wiki/Las_Am%C3%A9ricas_International_Airport,"Aeropuerto Internacional de Las Américas, José Francisco Peña Gómez Intl"
4639,MDSI,medium_airport,San Isidro Air Base,18.503700256347656,-69.76170349121094,111.0,,DO,DO-01,San Isidro,no,,,MDSI,,,https://en.wikipedia.org/wiki/San_Isidro_Air_Base,"Base Aérea de San Isidro, Base Aérea Trujillo"
4640,MDST,medium_airport,Cibao International Airport,19.406099319458008,-70.60469818115234,565.0,,DO,DO-25,Santiago,yes,MDST,STI,MDST,,,https://en.wikipedia.org/wiki/Cibao_International_Airport,
4643,MGCB,medium_airport,Coban Airport,15.469,-90.4067,4339.0,,GT,GT-AV,Coban,no,MGCB,CBV,MGCB,,,https://en.wikipedia.org/wiki/Cob%C3%A1n_Airport,
4644,MGGT,large_airport,La Aurora Airport,14.5833,-90.527496,4952.0,,GT,GT-GU,Guatemala City,yes,MGGT,GUA,MGGT,,,https://en.wikipedia.org/wiki/La_Aurora_International_Airport,
4645,MGPB,medium_airport,Puerto Barrios Airport,15.7309,-88.583801,33.0,,GT,GT-IZ,Puerto Barrios,yes,MGPB,PBR,MGPB,,,https://en.wikipedia.org/wiki/Puerto_Barrios_Airport,
4646,MGRB,medium_airport,Rubelsanto Airport,15.992,-90.445297,426.0,,GT,GT-AV,Rubelsanto,no,MGRB,RUV,MGRB,,,https://en.wikipedia.org/wiki/Rubelsanto_Airport,
4647,MGRT,medium_airport,Retalhuleu Airport,14.521431,-91.697001,656.0,,GT,GT-RE,Retalhuleu,yes,MGRT,RER,MGRT,,,https://en.wikipedia.org/wiki/Retalhuleu_Airport,
4648,MGSJ,medium_airport,San José Airport,13.9362,-90.8358,29.0,,GT,GT-ES,Puerto San José,no,MGSJ,GSJ,MGSJ,,,https://en.wikipedia.org/wiki/San_Jos%C3%A9_Airport,
4649,MGTK,medium_airport,Mundo Maya International Airport,16.913799,-89.866402,427.0,,GT,GT-PE,San Benito,yes,,FRS,MGMM,,,https://en.wikipedia.org/wiki/Mundo_Maya_International_Airport,
4660,MHLC,medium_airport,Goloson International Airport,15.7425,-86.852997,39.0,,HN,HN-AT,La Ceiba,yes,MHLC,LCE,MHLC,,,https://en.wikipedia.org/wiki/Golos%C3%B3n_International_Airport,Hector C Moncada Air Base
4661,MHLM,medium_airport,Ramón Villeda Morales International Airport,15.4526,-87.923599,91.0,,HN,HN-CR,San Pedro Sula,yes,MHLM,SAP,MHLM,,,https://en.wikipedia.org/wiki/Ram%C3%B3n_Villeda_Morales_International_Airport,
4662,MHNJ,medium_airport,La Laguna Airport,16.4454,-85.906601,49.0,,HN,HN-IB,Guanaja,yes,MHNJ,GJA,MHNJ,,,https://en.wikipedia.org/wiki/Guanaja_Airport,
4663,MHRO,medium_airport,Juan Manuel Gálvez International Airport,16.316799,-86.523003,39.0,,HN,HN-IB,Coxen Hole,yes,MHRO,RTB,MHRO,,,https://en.wikipedia.org/wiki/Juan_Manuel_G%C3%A1lvez_International_Airport,"Roatán, Roatan International"
4664,MHSC,medium_airport,Palmerola International Airport / José Enrique Soto Cano Air Base,14.3824,-87.621201,2061.0,,HN,HN-CM,Palmerola,yes,,XPL,MHPR,,,https://en.wikipedia.org/wiki/Comayagua_International_Airport,"Comayagua International, MHSC, Soto Cano, Palmerola Air Base, Tegucigalpa"
4665,MHTE,medium_airport,Tela Airport,15.7759,-87.4758,7.0,,HN,HN-AT,Tela,no,MHTE,TEA,MHTE,,,https://en.wikipedia.org/wiki/Tela_Airport,
4666,MHTG,medium_airport,Toncontín International Airport,14.0609,-87.217201,3294.0,,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,MHTG,,,https://en.wikipedia.org/wiki/Toncont%C3%ADn_International_Airport,
4667,MHTJ,medium_airport,Trujillo Airport,15.926599,-85.938573,3.0,,HN,HN-CL,Trujillo,no,MHTJ,TJI,MHTJ,,,https://en.wikipedia.org/wiki/Trujillo_Airport,
4679,MKBS,medium_airport,Ian Fleming International Airport,18.404079,-76.969754,90.0,,JM,JM-05,Boscobel,yes,MKBS,OCJ,MKBS,,http://www.aaj.com.jm/ourairports/index.php#boscobel,https://en.wikipedia.org/wiki/Ian_Fleming_International_Airport,Boscobel Aerodrome
4680,MKJP,large_airport,Norman Manley International Airport,17.935699462890625,-76.7874984741211,10.0,,JM,JM-01,Kingston,yes,MKJP,KIN,MKJP,,,https://en.wikipedia.org/wiki/Norman_Manley_International_Airport,
4681,MKJS,medium_airport,Sangster International Airport,18.5037,-77.913399,4.0,,JM,JM-08,Montego Bay,yes,MKJS,MBJ,MKJS,,https://www.mbjairport.com/,https://en.wikipedia.org/wiki/Sangster_International_Airport,
4682,MKKJ,medium_airport,Ken Jones Airport,18.1987991333,-76.53450012210001,20.0,,JM,JM-04,Ken Jones,no,MKKJ,POT,MKKJ,,,https://en.wikipedia.org/wiki/Ken_Jones_Aerodrome,
4683,MKTP,medium_airport,Tinson Pen Airport,17.98859977722168,-76.82379913330078,16.0,,JM,JM-02,Tinson Pen,yes,MKTP,KTP,MKTP,,,https://en.wikipedia.org/wiki/Tinson_Pen_Airport,
4688,MMAA,medium_airport,General Juan N. Álvarez International Airport,16.757126,-99.753113,16.0,,MX,MX-GRO,Acapulco,yes,MMAA,ACA,MMAA,,,https://en.wikipedia.org/wiki/General_Juan_N._%C3%81lvarez_International_Airport,
4690,MMAN,medium_airport,Del Norte International Airport,25.865601,-100.237,1476.0,,MX,MX-NLE,Monterrey,no,MMAN,NTR,MMAN,ADN,,https://en.wikipedia.org/wiki/Del_Norte_International_Airport,BAM 14 Monterrey/Apodaca
4691,MMAS,medium_airport,Jesús Terán Peredo International Airport,21.699589,-102.318372,6112.0,,MX,MX-AGU,Aguascalientes,yes,MMAS,AGU,MMAS,,https://www.aeropuertosgap.com.mx/es/aguascalientes.html,https://en.wikipedia.org/wiki/Lic._Jes%C3%BAs_Ter%C3%A1n_Peredo_International_Airport,"Aguascalientes International, Licenciado Jesús Terán Peredo, Aeropuerto Internacional Jesús Terán Peredo"
4692,MMBT,medium_airport,Bahías de Huatulco International Airport,15.774909,-96.260319,464.0,,MX,MX-OAX,Huatulco,yes,MMBT,HUX,MMBT,HU1,,https://en.wikipedia.org/wiki/Bah%C3%ADas_de_Huatulco_International_Airport,
4693,MMCB,medium_airport,General Mariano Matamoros International Airport,18.833922,-99.261818,4277.0,,MX,MX-MOR,Temixco,no,MMCB,CVJ,MMCB,,,https://en.wikipedia.org/wiki/General_Mariano_Matamoros_Airport,Aeropuerto Internacional Mariano Matamoros
4694,MMCE,medium_airport,Ciudad del Carmen International Airport,18.65369987487793,-91.79900360107422,10.0,,MX,MX-CAM,Ciudad del Carmen,yes,MMCE,CME,MMCE,,,https://en.wikipedia.org/wiki/Ciudad_del_Carmen_International_Airport,
4697,MMCL,medium_airport,Bachigualato Federal International Airport,24.76504,-107.475228,108.0,,MX,MX-SIN,Culiacán,yes,MMCL,CUL,MMCL,,,https://en.wikipedia.org/wiki/Bachigualato_Federal_International_Airport,"Federal de Bachigualato International Airport, Culiacán International Airport"
4698,MMCM,medium_airport,Chetumal International Airport,18.504985,-88.328018,39.0,,MX,MX-ROO,Chetumal,yes,MMCM,CTM,MMCM,,http://chetumal.asa.gob.mx/wb/webasa/chetumal_aeropuertos,https://en.wikipedia.org/wiki/Chetumal_International_Airport,Aeropuerto Internacional de Chetumal
4699,MMCN,medium_airport,Ciudad Obregón International Airport,27.39259910583496,-109.83300018310548,243.0,,MX,MX-SON,Ciudad Obregón,yes,MMCN,CEN,MMCN,,http://obregon.asa.gob.mx/wb/webasa/obregon_aeropuertos,https://en.wikipedia.org/wiki/Ciudad_Obreg%C3%B3n_International_Airport,
4700,MMCP,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,19.816799163800003,-90.5002975464,34.0,,MX,MX-CAM,Campeche,yes,MMCP,CPE,MMCP,,,https://en.wikipedia.org/wiki/Ing._Alberto_Acu%C3%B1a_Ongay_International_Airport,
4701,MMCS,medium_airport,Abraham González International Airport,31.63610076904297,-106.4290008544922,3904.0,,MX,MX-CHH,Ciudad Juárez,yes,MMCS,CJS,MMCS,,,https://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport,
4703,MMCU,medium_airport,General Roberto Fierro Villalobos International Airport,28.7029,-105.964996,4462.0,,MX,MX-CHH,Chihuahua,yes,MMCU,CUU,MMCU,,,https://en.wikipedia.org/wiki/Chihuahua_International_Airport,
4704,MMCV,medium_airport,General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924,761.0,,MX,MX-TAM,Ciudad Victoria,yes,MMCV,CVM,MMCV,,,https://en.wikipedia.org/wiki/General_Pedro_J._M%C3%A9ndez_International_Airport,
4705,MMCY,medium_airport,Captain Rogelio Castillo National Airport,20.545998,-100.886539,5709.0,,MX,MX-GUA,Celaya,no,MMCY,CYW,MMCY,CYA,,https://en.wikipedia.org/wiki/Captain_Rogelio_Castillo_National_Airport,Aeropuerto Nacional Capitan Rogelio Castillo
4706,MMCZ,large_airport,Cozumel International Airport,20.514922,-86.928538,15.0,,MX,MX-ROO,Cozumel,yes,MMCZ,CZM,MMCZ,,http://www.asur.com.mx/,https://en.wikipedia.org/wiki/Cozumel_International_Airport,
4707,MMDO,large_airport,General Guadalupe Victoria International Airport,24.125468,-104.527938,6104.0,,MX,MX-DUR,Durango,yes,MMDO,DGO,MMDO,,,https://en.wikipedia.org/wiki/General_Guadalupe_Victoria_International_Airport,Aeropuerto Internacional General Guadalupe Victoria
4708,MMEP,medium_airport,Amado Nervo National Airport,21.419833,-104.842472,3020.0,,MX,MX-NAY,Tepic,yes,MMEP,TPQ,MMEP,TNY,http://tepic.asa.gob.mx/wb/webasa/tepic_aeropuertos,https://en.wikipedia.org/wiki/Amado_Nervo_National_Airport,Tepic Airport
4710,MMGL,large_airport,Guadalajara International Airport,20.523342,-103.310108,5016.0,,MX,MX-JAL,Guadalajara,yes,MMGL,GDL,MMGL,GDL,https://www.aeropuertosgap.com.mx/es/guadalajara,https://en.wikipedia.org/wiki/Don_Miguel_Hidalgo_y_Costilla_International_Airport,Miguel Hidalgo y Costilla Guadalajara
4711,MMGM,medium_airport,General José María Yáñez International Airport,27.9689998626709,-110.9250030517578,59.0,,MX,MX-SON,Guaymas,yes,MMGM,GYM,MMGM,,http://guaymas.asa.gob.mx/wb/webasa/guaymas_aeropuertos,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Mar%C3%ADa_Y%C3%A1%C3%B1ez_International_Airport,
4713,MMHO,medium_airport,General Ignacio P. Garcia International Airport,29.093527,-111.049891,627.0,,MX,MX-SON,Hermosillo,yes,MMHO,HMO,MMHO,,,https://en.wikipedia.org/wiki/General_Ignacio_Pesqueira_Garcia_International_Airport,
4714,MMIA,medium_airport,Licenciado Miguel de la Madrid International Airport,19.277,-103.577002,2467.0,,MX,MX-COL,Colima,yes,MMIA,CLQ,MMIA,COL,,https://en.wikipedia.org/wiki/Lic._Miguel_de_la_Madrid_Airport,"Aeropuerto Internacional Licenciado Miguel de la Madrid, Colima Airport"
4716,MMIO,medium_airport,Plan De Guadalupe International Airport,25.544145,-100.930195,4778.0,,MX,MX-COA,Saltillo,no,MMIO,SLW,MMIO,,,https://en.wikipedia.org/wiki/Plan_de_Guadalupe_International_Airport,
4717,MMIT,medium_airport,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,16.445961,-95.093708,164.0,,MX,MX-OAX,Ixtepec,yes,MMIT,IZT,MMIT,,,https://en.wikipedia.org/wiki/Ixtepec_Airport,Aeropuerto Nacional General Antonio Cárdenas Rodríguez
